FID,id_no,binomial,presence,origin,seasonal,compiler,yrcompiled,citation,subspecies,subpop,source,island,tax_comm,dist_comm,generalisd,legend,kingdom,phylum,class,order_,family,genus,category,marine,terrestial,freshwater,SHAPE_Leng,SHAPE_Area
7647,57657,Megophrys wuliangshanensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,DD,false,true,true,2.624678826,0.206468936
7648,54965,Nymphargus griffithsi,1,1,1,Diego Cisneros-Heredia,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Nymphargus,LC,false,true,true,111.2077267,3.743067124
7649,145404583,Amolops yunkaiensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,NT,false,true,true,0.265547335,0.002946206
7650,58233,Aubria subsigillata,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Aubria,LC,false,true,true,21.46406075,11.83065434
7651,57266,Physalaemus nanus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Physalaemus,LC,false,true,true,8.691899128,3.472612415
7652,78554347,Pristimantis royi,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,DD,false,true,false,0.101411884,0.000818374
7653,59448,Calotriton asper,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Calotriton,NT,false,true,true,12.80015476,3.008675985
7654,54496,Atelopus carrikeri,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,EN,false,true,true,1.722051508,0.051863063
7655,59593,Siphonops annulatus,1,1,1,Ariadne Angulo,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,SIPHONOPIDAE,Siphonops,LC,false,true,false,218.8986006,824.0547982
7656,58859,Gracixalus jinxiuensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Gracixalus,VU,false,true,true,6.603917658,0.707529373
7657,58582,Sylvirana cubitalis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Sylvirana,LC,false,true,true,46.37528334,33.84846496
7658,59069,Ambystoma talpoideum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Blackburn et al., 2001", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,LC,false,true,true,179.4744684,65.50510734
7659,58702,Lithobates pueblae,4,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,CR,false,true,true,0.094316381,0.00070787
7660,16129,Paramesotriton deloustali,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,LC,false,true,true,106.7470097,1.907286148
7661,16129,Paramesotriton deloustali,3,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Possibly Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,LC,false,true,true,43.27620358,1.250954015
7662,54356,Limnodynastes lignarius,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Limnodynastes,LC,false,true,true,49.8072476,23.23097875
7663,59554,Gegeneophis seshachari,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Gegeneophis,DD,false,true,false,0.153748926,0.001881063
7664,56917,Eleutherodactylus riparius,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,LC,false,true,true,35.46974316,6.766259352
7665,54897,Wolterstorffina chirioi,1,1,1,Jennifer Luedtke,2015,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Wolterstorffina,CR,false,true,false,0.054992142,0.000105129
7666,150088945,Chiropterotriton chico,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Chiropterotriton,VU,false,true,false,0.272607161,0.002106095
7667,185794,Chiasmocleis devriesi,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Chiasmocleis,LC,false,true,false,0.103973248,0.000860236
7668,2650,Batrachoseps relictus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Jockusch, Wake, and Yanev, 1998", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,DD,false,true,true,2.168166566,0.096686491
7669,57183,Megaelosia lutzae,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Megaelosia,DD,false,true,true,0.482393639,0.012759086
7670,56255,Leptopelis fiziensis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptopelis,DD,false,true,true,0.760324255,0.020472369
7671,55567,Megastomatohyla mixe,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Megastomatohyla,CR,false,true,true,0.186704606,0.00277389
7672,56800,Pristimantis obmutescens,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,LC,false,true,false,3.963154249,0.109131992
7673,57225,Psychrophrynella usurpator,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Psychrophrynella,NT,false,true,false,0.306640383,0.00514125
7674,58010,Anilany helenae,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anilany,CR,false,true,false,0.281833182,0.001735324
7675,56082,Afrixalus upembae,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,DD,false,true,true,3.006666991,0.484831714
7676,41102,Litoria nigrofrenata,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,LC,false,true,true,43.55315294,13.73045374
7677,79101760,Pseudophilautus puranappu,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,EN,false,true,false,0.212985032,0.001805357
7678,79101760,Pseudophilautus puranappu,1,1,1,Sean Lyon,2019,IUCN (International Union for Conservation of Nature) and Conservation International, , ,Wickramasinghe et al. 2013, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,EN,false,true,false,0.10009251,0.000797218
7679,54750,Rhinella rubescens,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,LC,false,true,true,50.35287192,126.0688496
7680,54928,Centrolene notosticta,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,LC,false,true,true,10.9336305,0.457791643
7681,19172,Babina subaspera,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature)., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,EN,false,true,true,3.70233171,0.072163886
7682,56360,Cycloramphus boraceiensis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CYCLORAMPHIDAE,Cycloramphus,LC,false,true,true,17.37654065,2.419616827
7683,143827978,Craugastor laticeps,1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,LC,false,true,false,9.575291868,0.805139039
7684,143827978,Craugastor laticeps,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,LC,false,true,false,2.832973934,0.156659834
7685,143827978,Craugastor laticeps,1,1,1,Louise Hobin & Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,LC,false,true,false,5.684941613,0.654897037
7686,135900,Pristimantis albertus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,VU,false,true,false,0.603431407,0.006685628
7687,145405080,Leptobrachella maoershanensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,NT,false,true,false,1.074147745,0.023517264
7688,59152,Bolitoglossa decora,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,CR,false,true,false,0.356133167,0.004589409
7689,58926,Raorchestes tinniens,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,EN,false,true,false,0.948260426,0.068456573
7690,56839,Pristimantis pecki,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,DD,false,true,false,4.846278784,0.863080784
7691,58170,Xenopus borealis,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PIPIDAE,Xenopus,LC,false,true,true,17.82087243,12.14035457
7692,57688,Austrochaperina blumi,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,LC,false,true,false,1.842429943,0.16212917
7693,56730,Eleutherodactylus lucioi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,CR,false,true,false,0.217592293,0.003027649
7694,56740,Ischnocnema manezinho,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Ischnocnema,NT,false,true,false,9.007755656,1.407098638
7695,50925075,Charadrahyla tecuani,1,1,1,Paulina Arias Caballero-CONABIO,2015,"IUCN (International Union for Conservation of Nature), CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , ,Campbell et al. 2009. Copeia 2009(2): 287-295, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Charadrahyla,DD,false,true,true,0.103282853,0.000848864
7696,57151,Leptodactylus latrans,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,LC,false,true,true,308.3573253,934.0191524
7697,57555,Leptobrachium hendricksoni,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,LC,false,true,true,15.70037623,2.258676452
7698,57555,Leptobrachium hendricksoni,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,LC,false,true,true,26.45705753,12.30500142
7699,57555,Leptobrachium hendricksoni,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,LC,false,true,true,3.34341482,0.166239648
7700,55661,Dendropsophus soaresi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,LC,false,true,true,45.177887,112.004503
7701,55357,Gastrotheca riobambae,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,EN,false,true,true,5.491761536,0.600967669
7702,59055,Ambystoma dumerilii,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2015,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,CR,false,false,true,0.077357209,0.00047619
7703,49328834,Bufo menglianus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufo,DD,false,true,true,0.104808266,0.000874109
7704,61887,Pseudophilautus poppiae,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,CR,false,true,true,0.506469294,0.003990344
7705,49380186,Boophis andrangoloaka,1,1,1,Jennifer Luedtke,2014,IUCN (International Union for Conservation of Nature) & Conservation International., , ,protectedplanet.net, , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,EN,false,true,true,0.405604388,0.004224999
7706,49380186,Boophis andrangoloaka,1,1,1,Jennifer Luedtke,2014,IUCN (International Union for Conservation of Nature) & Conservation International., , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,EN,false,true,true,0.131839135,0.00077217
7707,136021,Microkayla boettgeri,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Microkayla,CR,false,true,false,0.103034813,0.000844778
7708,190998,Osteocephalus castaneicola,1,1,1,Ariadne Angulo,2012,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteocephalus,LC,false,true,true,8.69473393,2.284028692
7709,55947,Scinax crospedospilus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Scinax,LC,false,true,true,11.97785171,3.52671138
7710,58903,Raorchestes signatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,EN,false,true,false,1.870664665,0.20048687
7711,61910,Pseudoeurycea papenfussi,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,EN,false,true,false,0.213747385,0.001817923
7712,57069,Eleutherodactylus zugi,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,EN,false,true,false,3.398456979,0.248676074
7713,56811,Craugastor opimus,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,LC,false,true,false,33.97642325,6.435952686
7714,58215,Amolops larutensis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,LC,false,true,true,13.90322288,8.546012255
7715,57055,Pristimantis wiensi,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,DD,false,true,false,0.129046349,0.001325167
7716,135880,Limnonectes poilani,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,LC,false,true,true,114.0369033,7.622556082
7717,135880,Limnonectes poilani,3,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Possibly Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,LC,false,true,true,17.18124996,1.562740491
7718,57476,Guibemantis depressiceps,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Guibemantis,LC,false,true,true,26.61438365,11.61523845
7719,41055,Uperoleia borealis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Uperoleia,LC,false,true,true,12.95582722,3.092044577
7720,58742,Hylarana tytleri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana,LC,false,true,true,58.16412864,58.08723391
7721,55654,Aplastodiscus sibilatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,DD,false,true,true,2.030885033,0.134720557
7722,88993730,Rhinella leptoscelis,6,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,NT,false,true,true,1.345683239,0.131913449
7723,88993730,Rhinella leptoscelis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,NT,false,true,true,22.69574914,5.7067908
7724,16854247,Hyperolius veithi,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International., , ,"Schick et al., 2010", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,LC,false,true,true,0.08502338,0.000575237
7725,59373,Aquiloeurycea cephalica,6,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).", , , , , , ,0,Presence Uncertain,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,LC,false,true,false,4.015467043,0.476505387
7726,59373,Aquiloeurycea cephalica,1,1,1,"IUCN, Paulina Arias Caballero-CONABIO",2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,LC,false,true,false,8.799422469,0.744619616
7727,59373,Aquiloeurycea cephalica,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,LC,false,true,false,2.312571172,0.054533564
7728,58922,Philautus surrufus,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International, , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,NT,false,true,false,4.270183212,0.267882484
7729,56134,Hyperolius ferrugineus,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,DD,false,true,true,0.194895304,0.002710012
7730,158540,Pristimantis achuar,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Elmer and Cannatella, 2008", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,LC,false,true,false,4.702836172,1.508440027
7731,54408,Cardioglossa pulchra,1,1,1,Jennifer Luedtke,2012,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Cardioglossa,EN,false,true,true,3.482786707,0.380205913
7732,56587,Pristimantis erythropleura,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,LC,false,true,false,34.54597698,2.641452689
7733,54541,Atelopus pictiventris,4,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , , , , , ,0,Possibly Extinct,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,CR,false,true,true,0.108245859,0.00093239
7734,59333,Plethodon cheoah,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.", , ,"Highton and Peabody, 2000", , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,VU,false,true,false,0.441494236,0.015510621
7735,54836,Nectophryne batesii,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.", , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Nectophryne,LC,false,true,false,61.18413877,76.99346487
7736,182502587,Chiropterotriton melipona,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature), , , , , , ,0,Extant (resident),ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Chiropterotriton,EN,false,true,false,1.24532278,0.021619223
